,well_site,num_cells,num_cells_with_condensates,num_condensates,avg_condensates_per_cell,avg_condensate_area,avg_condensate_intensity
0,KRD-MOA-OC43-220310-3720-22-1_C15_s2,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C15_s3,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C15_s4,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C15_s5,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C15_s6,67,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C16_s1,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C16_s2,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C16_s3,57,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C16_s4,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C16_s5,33,1,1,1.0,1.572,0.027
0,KRD-MOA-OC43-220310-3720-22-1_C16_s6,49,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s1,59,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s2,63,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s3,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s4,42,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s5,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C17_s6,62,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C18_s1,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C18_s2,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C18_s3,0,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C18_s4,0,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C18_s5,47,1,2,2.0,0.175,0.039
0,KRD-MOA-OC43-220310-3720-22-1_C18_s6,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s1,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s2,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s3,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s4,55,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s5,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C19_s6,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s1,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s2,51,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s3,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s4,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s5,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C20_s6,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s1,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s2,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s3,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s4,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s5,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C21_s6,49,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s1,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s2,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s3,57,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s4,42,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s5,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_C22_s6,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D01_s1,7,2,2,1.0,1.66,0.022
0,KRD-MOA-OC43-220310-3720-22-1_D01_s2,9,1,1,1.0,0.349,0.017
0,KRD-MOA-OC43-220310-3720-22-1_D01_s3,11,2,5,2.5,0.874,0.016
0,KRD-MOA-OC43-220310-3720-22-1_D01_s4,12,2,3,1.5,0.524,0.026
0,KRD-MOA-OC43-220310-3720-22-1_D01_s5,11,2,3,1.5,1.339,0.025
0,KRD-MOA-OC43-220310-3720-22-1_D01_s6,4,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s1,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s2,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s3,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s4,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s5,16,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D02_s6,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D03_s1,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D03_s2,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D03_s3,39,1,2,2.0,0.874,0.032
0,KRD-MOA-OC43-220310-3720-22-1_D03_s4,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D03_s5,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D03_s6,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s1,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s2,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s3,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s4,35,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s5,28,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D04_s6,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D05_s1,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D05_s2,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D05_s3,27,1,1,1.0,0.874,0.032
0,KRD-MOA-OC43-220310-3720-22-1_D05_s4,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D05_s5,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D05_s6,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s1,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s2,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s3,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s4,17,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s5,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D06_s6,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D07_s1,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D07_s2,28,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D07_s3,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D07_s4,15,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D07_s5,37,1,1,1.0,0.175,0.029
0,KRD-MOA-OC43-220310-3720-22-1_D07_s6,27,1,1,1.0,1.398,0.022
0,KRD-MOA-OC43-220310-3720-22-1_D08_s1,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D08_s2,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D08_s3,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D08_s4,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D08_s5,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D08_s6,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D09_s1,51,1,1,1.0,0.524,0.03
0,KRD-MOA-OC43-220310-3720-22-1_D09_s2,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D09_s3,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D09_s4,19,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D09_s5,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D09_s6,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s1,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s2,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s3,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s4,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s5,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D10_s6,27,1,1,1.0,0.175,0.025
0,KRD-MOA-OC43-220310-3720-22-1_D11_s1,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D11_s2,20,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D11_s3,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D11_s4,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D11_s5,56,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D11_s6,37,1,1,1.0,0.874,0.036
0,KRD-MOA-OC43-220310-3720-22-1_D12_s1,39,1,1,1.0,0.175,0.049
0,KRD-MOA-OC43-220310-3720-22-1_D12_s2,8,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D12_s3,20,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D12_s4,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D12_s5,45,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D12_s6,10,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D13_s1,28,1,3,3.0,0.757,0.024
0,KRD-MOA-OC43-220310-3720-22-1_D13_s2,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D13_s3,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D13_s4,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D13_s5,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D13_s6,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D14_s1,27,1,1,1.0,0.349,0.044
0,KRD-MOA-OC43-220310-3720-22-1_D14_s2,38,2,5,2.5,0.245,0.071
0,KRD-MOA-OC43-220310-3720-22-1_D14_s3,56,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D14_s4,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D14_s5,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D14_s6,19,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D15_s1,30,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D15_s2,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D15_s3,14,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D15_s4,56,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D15_s5,57,1,1,1.0,0.175,0.083
0,KRD-MOA-OC43-220310-3720-22-1_D15_s6,39,1,1,1.0,0.874,0.021
0,KRD-MOA-OC43-220310-3720-22-1_D16_s1,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D16_s2,18,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D16_s3,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D16_s4,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D16_s5,17,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D16_s6,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s1,58,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s2,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s3,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s4,62,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s5,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D17_s6,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s1,53,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s2,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s3,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s4,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s5,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D18_s6,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s1,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s2,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s3,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s4,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s5,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D19_s6,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s1,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s2,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s3,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s4,49,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s5,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D20_s6,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D21_s1,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D21_s2,29,1,1,1.0,0.349,0.019
0,KRD-MOA-OC43-220310-3720-22-1_D21_s3,14,2,2,1.0,0.699,0.037
0,KRD-MOA-OC43-220310-3720-22-1_D21_s4,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D21_s5,55,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D21_s6,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s1,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s2,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s3,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s4,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s5,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_D22_s6,53,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E01_s1,4,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E01_s2,4,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E01_s3,7,3,4,1.33,0.874,0.022
0,KRD-MOA-OC43-220310-3720-22-1_E01_s4,5,1,1,1.0,0.699,0.015
0,KRD-MOA-OC43-220310-3720-22-1_E01_s5,9,1,1,1.0,0.524,0.029
0,KRD-MOA-OC43-220310-3720-22-1_E01_s6,5,1,2,2.0,0.524,0.018
0,KRD-MOA-OC43-220310-3720-22-1_E02_s1,5,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E02_s2,8,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E02_s3,7,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E02_s4,10,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E02_s5,1,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E02_s6,11,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s1,2,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s2,5,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s3,8,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s4,2,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s5,11,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E03_s6,2,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s1,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s2,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s3,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s4,8,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s5,13,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E04_s6,0,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E05_s1,15,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E05_s2,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E05_s3,28,1,1,1.0,0.524,0.021
0,KRD-MOA-OC43-220310-3720-22-1_E05_s4,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E05_s5,18,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E05_s6,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s1,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s2,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s3,60,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s4,6,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s5,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E06_s6,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E07_s1,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E07_s2,30,1,1,1.0,0.699,0.018
0,KRD-MOA-OC43-220310-3720-22-1_E07_s3,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E07_s4,20,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E07_s5,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E07_s6,17,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s1,9,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s2,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s3,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s4,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s5,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E08_s6,7,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E09_s1,17,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E09_s2,14,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E09_s3,15,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E09_s4,16,1,1,1.0,0.175,0.028
0,KRD-MOA-OC43-220310-3720-22-1_E09_s5,19,1,6,6.0,0.291,0.072
0,KRD-MOA-OC43-220310-3720-22-1_E09_s6,9,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s1,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s2,9,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s3,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s4,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s5,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E10_s6,12,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s1,45,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s2,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s3,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s4,20,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s5,18,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E11_s6,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s1,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s2,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s3,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s4,35,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s5,35,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E12_s6,32,1,1,1.0,0.524,0.05
0,KRD-MOA-OC43-220310-3720-22-1_E13_s1,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E13_s2,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E13_s3,14,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E13_s4,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E13_s5,24,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E13_s6,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s1,16,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s2,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s3,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s4,18,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s5,20,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E14_s6,13,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s1,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s2,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s3,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s4,19,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s5,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E15_s6,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E16_s1,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E16_s2,27,1,1,1.0,1.398,0.03
0,KRD-MOA-OC43-220310-3720-22-1_E16_s3,28,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E16_s4,14,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E16_s5,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E16_s6,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s1,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s2,38,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s3,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s4,49,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s5,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E17_s6,33,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s1,64,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s2,35,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s3,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s4,31,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s5,41,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E18_s6,30,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s1,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s2,48,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s3,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s4,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s5,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E19_s6,35,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s1,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s2,51,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s3,52,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s4,62,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s5,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E20_s6,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s1,57,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s2,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s3,69,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s4,37,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s5,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E21_s6,58,1,1,1.0,0.699,0.025
0,KRD-MOA-OC43-220310-3720-22-1_E22_s1,42,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E22_s2,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E22_s3,43,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E22_s4,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E22_s5,42,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_E22_s6,50,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F01_s1,22,2,2,1.0,0.349,0.027
0,KRD-MOA-OC43-220310-3720-22-1_F01_s2,14,3,3,1.0,0.524,0.018
0,KRD-MOA-OC43-220310-3720-22-1_F01_s3,11,7,9,1.29,0.835,0.02
0,KRD-MOA-OC43-220310-3720-22-1_F01_s4,2,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F01_s5,14,1,1,1.0,0.175,0.012
0,KRD-MOA-OC43-220310-3720-22-1_F01_s6,9,1,1,1.0,0.699,0.021
0,KRD-MOA-OC43-220310-3720-22-1_F02_s1,29,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F02_s2,51,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F02_s3,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F02_s4,39,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F02_s5,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F02_s6,12,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F03_s1,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F03_s2,32,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F03_s3,19,1,1,1.0,0.175,0.025
0,KRD-MOA-OC43-220310-3720-22-1_F03_s4,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F03_s5,30,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F03_s6,23,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s1,60,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s2,27,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s3,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s4,19,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s5,25,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F04_s6,26,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s1,36,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s2,22,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s3,54,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s4,19,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s5,46,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F05_s6,28,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s1,40,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s2,44,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s3,47,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s4,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s5,34,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F06_s6,21,0,0,,,
0,KRD-MOA-OC43-220310-3720-22-1_F07_s1,46,0,0,,,
